INDEX;NAME;SHIRTNAME;JAPANESE PLAYER NAME;SPACING;COMMENTARY;AGE;NATIONALITY;FOOT;WEIGHT;HEIGHT;FORM;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;INJURY TOLERANCE;GROWTH TYPE;MARKET PRICE;GK 0;SW 1;CB 2;LB 3;RB 4;DMF 5;CMF 6;LMF 7;RMF 8;AMF 9;LWF 10;RWF 11;SS 12;CF 13;POSITION;ATTACK;DEFENCE;HEADER ACCURACY;DRIBBLE ACCURACY;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;PLACE KICKING;SWERVE;BALL CONTROLL;GOAL KEEPING SKILLS;RESPONSE;EXPLOSIVE POWER;DRIBBLE SPEED;TOP SPEED;BODY BALANCE;STAMINA;KICKING POWER;JUMP;TENACITY;TEAMWORK;S01 1-TOUCH PLAY;S02 OUTSIDE CURVE;S03 LONG THROW;S04 SUPER-SUB;S05 SPEED MERCHANT;S06 LONG RANGE DRIVE;S07 SHOULDER FEINT SKILLS;S08 TURNING SKILLS;S09 ROULETTE SKILLS;S10 FLIP FLAP SKILLS;S11 FLICKING SKILLS;S12 SCISSORS SKILLS;S13 STEP ON SKILLS;S14 DEFT TOUCH SKILLS;S15 KNUCKLE SHOT;S16 JUMPING VOLLEY;S17 SCISSOR KICK;S18 HEEL FLICK;S19 WEIGHTED PASS;S20 DOUBLE TOUCH;S21 RUN AROUND;S22 SOMBRERO;S23 180 DRAG;S24 LUNGING TACKLE;S25 DIVING HEADER;S26 GK LONG THROW;P01 CLASSIC NO.10;P02 ANCHOR MAN;P03 TRICKSTER;P04 DARTING RUN;P05 MAZING RUN;P06 PINPOINT PASS;P07 EARLY CROSS;P08 BOX TO BOX;P09 INCISIVE RUN;P10 LONG RANGER;P11 ENFORCER;P12 GOAL POACHER;P13 DUMMY RUNNER;P14 FREE ROAMING;P15 TALISMAN;P16 FOX IN THE BOX;P17 OFFENSIVE SIDEBACK;P18 TRACK BACK;ATTACK AWARENESS;DEFENCE AWARENESS;SKIN COLOR;SKIN TEXTURE;FACE MODE;LINKED FACE;FACE SLOT;LINKED HAIR;HAIR SLOT;BOOTS;UNTUCKED SHIRT;TIGHT KIT;GLOVES;DRIBBLE STYLE;FREE KICK STYLE;PENALTY KICK STYLE;DROP KICK STYLE;GOAL CELEBRATION STYLE #1;GOAL CELEBRATION STYLE #2;CLUB TEAM;NUMBER;NATIONAL TEAM
115416;Everton Morelli;EVERTON;?????·?????;2;794;25;Brazil;R;73;185;5;1;1;A;1;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;62;77;69;77;78;77;65;69;55;59;66;73;50;71;73;68;75;78;87;77;85;66;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Default;0;1078;0;4414;6;1;1;1;1;1;1;1;0;0;;7;
115417;Gideon Jung;GIDEON JUNG;?? ?;3;0;26;Germany;R;75;189;6;6;5;A;198;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;CB;62;66;65;70;70;70;72;69;62;60;63;70;50;76;78;74;75;70;80;74;70;66;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;6;1;Build;0;130;0;4422;0;1;1;1;1;1;1;1;0;0;Greuther Fürth;23;
115418;Shea Charles;CHARLES;?? ??;3;460;20;Ireland;R;87;189;4;1;1;A;146;6;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;67;72;76;67;68;75;62;71;68;89;71;72;50;74;69;60;57;78;76;83;69;58;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Build;0;131;0;4206;0;1;1;1;1;1;1;1;0;0;Southampton;24;
115419;Ganvoula;GANVOULA;?? ??;3;0;25;Congo;R;79;191;3;4;4;B;67;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;CF;70;35;69;73;65;65;65;65;73;60;60;74;50;76;79;77;85;70;75;76;73;67;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;6;1;Default;0;130;0;4206;0;0;1;0;1;1;1;1;0;0;Bochum;35;
115420;Arianit Ferati;FERATI;?? ??;3;0;23;Germany;L;63;168;5;4;5;A;63;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;AMF;78;40;76;75;74;74;73;73;59;63;64;75;50;75;75;72;76;76;80;75;75;68;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;317;0;4392;24;1;1;1;1;1;1;1;0;0;Fortuna Sittard;19;
115421;Iván Alejo;I. ALEJO;??? ??;3;0;22;Spain;R;78;186;6;6;5;B;66;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;RWF;77;62;73;71;70;69;68;73;70;72;76;72;49;67;83;82;83;72;79;76;76;71;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;Special;0;130;1;4371;0;1;1;1;1;1;1;1;0;0;Cádiz;11;
115422;Matheus Vargas;M. VARGAS;?????·?????;1;1625;25;Brazil;R;74;181;3;4;4;B;52;3;0;0;0;0;0;0;1;1;1;1;0;0;0;0;AMF;76;59;66;77;80;75;77;76;70;69;73;77;50;72;77;76;76;72;74;75;70;75;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4296;4;1;1;1;1;1;1;1;0;0;Sport Recife;8;
115423;Fernando Llorente;F. LLORENTE;????;1;1465;36;Spain;R;80;195;2;1;1;C;40;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;80;38;76;78;73;81;82;83;66;84;75;72;50;83;70;69;68;75;79;83;67;66;64;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;1;Special;1;131;1;4406;6;1;1;1;3;1;1;1;28;57;;7;
115424;Facchini;FACCHINI;?? ??;3;0;34;Brazil;R;76;184;5;5;5;A;198;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;83;48;55;55;63;63;46;71;50;48;53;76;68;55;60;66;75;62;70;78;65;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;Special;0;130;0;4260;0;1;1;1;1;1;1;1;0;0;Nacional da Madeira;19;
115425;Matheus Gonçalves;MATHEUS;????;3;1625;19;Brazil;L;66;175;5;6;5;A;3;4;0;0;0;0;0;0;0;1;1;1;1;1;0;0;RWF;78;57;76;82;82;82;82;80;81;79;80;82;50;76;84;80;80;66;76;74;68;62;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;4;1;Build;0;131;0;4568;25;1;0;1;4;1;1;1;87;41;Flamengo;20;
115426;Wilmar Barrios;WILMAR BARRIOS;????·??????;1;0;28;Colombia;R;75;179;5;1;1;A;55;2;0;0;0;0;1;0;1;0;1;1;0;0;0;0;CMF;70;70;82;75;79;79;80;82;72;67;82;76;51;78;78;75;78;77;86;75;82;69;80;0;1;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;2;3;1;Build;0;130;0;4516;21;1;1;1;1;1;1;1;0;0;Zenit;5;Colômbia
115427;Melvin Bard;BARD;????·?????;3;0;21;France;L;65;173;3;5;3;B;65;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;LB;66;60;55;72;66;69;68;69;58;52;65;71;50;74;78;75;79;71;82;67;77;68;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;1;Default;0;131;0;4522;1;1;0;0;1;1;1;1;0;0;Nice;26;
115428;Úmaro Embaló;EMBALO;?? ???;3;0;21;Portugal;L;67;170;4;5;6;A;198;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;CF;78;48;70;77;73;68;72;68;65;70;72;75;50;73;83;81;78;63;82;71;76;64;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;1;Build;0;130;0;4422;0;1;1;1;1;1;1;1;0;0;Fortuna Sittard;85;
115429;Deroy Duarte;DUARTE;?? ?;3;0;23;Cape Verde;R;72;177;5;1;1;A;198;3;0;0;0;0;0;0;1;0;0;1;0;0;0;0;AMF;74;65;84;69;65;71;73;79;64;62;77;73;50;77;78;75;80;73;90;73;69;66;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;1;Build;0;130;0;4317;0;0;1;0;1;1;1;1;0;0;Fortuna Sittard;6;
115430;Joey Pelupessy;PELUPESSY;?? ??;3;0;29;Netherlands;R;63;172;4;5;5;B;72;5;0;0;0;0;1;1;1;0;0;0;0;0;0;0;CMF;64;62;74;72;74;73;70;72;62;67;68;75;50;72;83;77;78;72;78;70;79;74;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Default;0;130;0;4422;0;1;1;1;1;1;1;1;0;0;Groginen;4;
115431;Fran García;FRAN GARCIA;??;3;0;23;Spain;L;63;169;4;3;3;B;63;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;70;63;60;74;74;73;78;82;62;64;73;76;50;75;79;84;87;73;89;84;73;70;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;3;2;1;1;Default;0;131;0;4445;21;1;0;1;1;1;1;1;56;0;Real Madrid;20;
115432;Renato Silva;RENATO;????·????;2;2059;31;Brazil;R;80;183;5;1;1;B;7;4;0;0;1;0;1;0;0;0;1;0;0;0;0;0;CB;62;73;77;68;77;79;68;75;74;60;66;62;50;72;77;56;53;71;84;71;76;56;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;1;Special;1;131;1;4534;13;0;1;1;1;1;1;1;0;0;;7;
115433;Jomar;JOMAR;???·????;2;0;27;Brazil;R;80;188;4;4;4;A;52;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;45;68;78;69;67;66;65;64;53;50;49;66;50;71;70;68;73;80;72;82;77;64;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;Default;0;131;0;4538;15;1;1;1;1;1;1;1;0;0;;7;
115434;Luca Petrasso;PETRASSO;?????;2;0;21;Canada;R;79;180;5;4;4;B;9;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;CMF;55;73;78;69;70;72;69;74;57;55;60;70;50;75;69;68;73;84;79;78;79;73;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;1;Default;0;131;0;4518;24;1;1;1;4;1;1;1;0;0;;7;
115435;Aderllan;ADERLLAN;?????;2;0;33;Brazil;R;86;193;6;1;1;A;85;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;55;70;65;68;80;79;82;77;63;72;76;72;50;74;72;64;70;76;78;77;71;66;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4372;18;1;0;0;1;1;1;1;0;0;;7;
115436;Julio Enciso;JULIO ENCISO;???·????;2;0;17;Paraguay;R;75;173;3;5;5;A;54;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;SS;66;40;66;73;69;67;70;69;69;60;62;73;50;75;75;73;76;70;73;72;71;64;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Build;0;131;0;4498;22;1;1;1;1;1;1;1;0;0;Brighton Albion;10;
115437;J. Tchamadeu;TCHAMADEU;???·??????·??;2;0;20;England;R;72;180;3;5;5;A;52;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;CB;51;67;75;69;69;67;72;71;57;57;60;68;50;74;73;70;74;78;74;75;76;64;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;1;Default;0;131;0;4534;18;1;1;1;1;1;1;1;0;0;Stoke City;22;
115438;Fabian Angel;FABIAN ANGEL;?????;1;145;20;Colombia;R;68;175;3;1;1;A;52;6;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;63;65;67;67;67;72;77;75;71;72;73;68;50;65;79;62;66;76;68;69;79;60;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Default;0;131;0;4386;28;1;1;1;1;1;1;1;81;0;Junior Barranquilla;30;
115439;Nilson Castrillon;NILSON CASTRILL;???????;1;0;26;Colombia;R;70;180;5;1;1;A;198;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RB;57;70;68;82;74;80;72;73;58;75;71;70;50;67;77;75;65;74;75;81;77;66;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;1;Build;0;130;0;4318;29;1;1;1;1;1;1;1;0;0;Junior Barranquilla;4;
115440;Vegas;VEGAS;??????;1;0;25;Chile;L;77;184;4;5;5;A;90;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;CB;48;75;75;70;63;65;64;63;62;54;58;68;50;74;66;62;70;70;72;68;74;80;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;1;Default;0;131;0;4375;27;1;1;1;1;1;1;1;0;0;;18;Chile
115441;Jonathan Perlaza;PERLAZA;????????·????;2;0;24;Ecuador;L;68;170;5;4;3;B;22;1;0;0;0;1;1;0;0;1;1;0;1;1;0;0;RMF;67;55;65;79;69;71;72;71;65;65;68;77;50;68;88;81;81;70;80;76;74;72;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;1;Build;0;131;0;4213;27;1;1;1;1;1;1;1;0;0;Barcelona SC;15;
115442;W. Morelo;MORELO;????;3;0;33;Colombia;R;68;172;6;5;5;A;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;CF;80;39;79;87;78;73;72;72;77;72;65;75;53;80;79;80;83;77;84;79;89;76;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;3;1;Build;0;131;0;4461;22;0;0;0;1;1;1;1;0;0;;7;
115443;Jesus Sagredo;JESUS SAGREDO;???·???;1;0;30;Bolivia;L;70;180;4;4;4;A;55;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;RB;78;35;78;74;75;75;77;77;77;77;75;75;53;75;77;75;76;86;82;82;77;75;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;1;Special;0;130;1;4526;25;1;1;1;1;1;1;1;0;0;;3;Bolívia
115444;Cole Bassett;BASSETT;?? ???;3;0;21;Usa;R;70;180;3;4;4;A;198;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;AMF;79;36;66;80;78;65;69;76;69;79;79;77;50;71;78;70;74;65;70;69;73;62;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Build;0;131;0;4495;0;1;1;1;1;1;1;1;0;0;Fortuna Sittard;8;
115445;Nacho Fernández;FERNANDEZ;????·????????;1;0;32;Argentina;L;70;182;4;4;4;B;11;5;0;0;0;0;0;0;1;1;1;1;0;0;0;0;CMF;73;55;70;84;82;80;81;77;75;69;77;84;50;72;76;80;78;76;78;81;77;66;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;Build;0;131;0;4382;21;1;1;1;1;1;1;1;0;0;;7;
115446;Veron Parkes;PARKES;?? ?;3;0;19;England;R;67;175;4;1;1;A;1;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;SS;75;29;68;86;82;78;73;72;68;74;75;82;50;78;79;71;71;66;77;79;56;58;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;4;1;Build;0;131;0;4317;0;1;1;1;1;1;1;1;0;0;;7;
115447;Rober Correa;ROBER CORREA;?????·???;3;509;29;Spain;R;71;180;4;5;4;B;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;RB;65;69;68;72;68;71;74;78;60;60;68;73;50;77;74;79;82;78;84;78;74;73;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4207;6;1;0;0;1;1;1;1;0;0;Eibar;4;
115448;Vicente Pizarro;PIZARRO;??·???;3;1985;19;Chile;L;64;172;3;5;5;A;42;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;CMF;51;75;78;68;67;67;71;73;55;55;50;69;50;73;69;65;73;83;75;76;73;70;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Build;0;130;0;4346;0;1;1;1;1;1;1;1;0;0;Colo-Colo;34;
115449;Wesley;WESLEY;SERGI GUILLÓ;2;1509;25;Brazil;R;63;179;6;6;5;B;3;3;0;0;0;0;1;0;1;1;1;0;0;0;0;0;CMF;74;65;77;76;77;76;75;76;78;75;72;79;50;79;83;82;81;74;80;78;78;75;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Special;1;131;1;4582;26;1;1;1;1;1;1;1;0;0;;7;
115450;Júnior Tavares;JUNIOR TAVARES;.;1;0;26;Brazil;L;79;178;6;2;2;B;1;6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;72;67;59;78;76;74;75;70;69;70;69;77;48;74;78;75;81;70;78;69;64;70;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;Build;0;131;0;4394;6;1;1;1;1;1;1;1;0;0;;7;
115451;Tosin Adarabioyo;TOSIN;???;3;664;24;England;R;78;196;4;5;5;A;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;CB;62;77;78;70;76;80;77;80;54;58;56;73;50;82;67;70;78;83;78;70;79;72;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;1;Special;1;131;1;4207;0;1;1;1;1;1;1;1;0;0;Chelsea;44;
115452;Matías Pisano;MATIAS PISANO;?? ??;3;0;24;Argentina;R;67;166;4;6;4;B;3;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;AMF;72;57;69;82;83;79;83;75;73;83;83;84;50;73;90;87;80;69;82;78;72;67;76;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;Special;1;764;1;4839;0;1;1;1;2;1;1;1;0;0;;7;
115453;Gladstone;GLADSTONE;???·????;2;0;22;Brazil;R;81;187;3;4;4;B;20;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;55;73;78;72;69;72;68;69;53;60;63;70;50;80;72;75;77;78;78;75;82;65;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;Build;0;131;1;4311;3;1;0;0;1;1;1;1;0;0;;7;
115454;Pablo Solari;SOLARI;?? ??;3;0;20;Argentina;R;70;180;4;1;1;A;87;5;0;0;0;0;0;0;0;0;1;0;0;1;0;0;RWF;78;55;72;64;66;74;83;80;71;81;79;60;50;75;74;64;74;76;80;75;68;67;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;2;1;1;Build;0;131;0;4280;24;1;1;1;1;1;1;1;0;0;;7;
115455;Pere Pons;PERE PONS;??;2;0;24;Spain;R;72;177;6;5;5;B;3;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;DMF;80;35;85;79;73;71;66;70;80;63;62;77;50;81;79;77;78;76;80;77;77;75;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4519;6;1;1;1;1;1;1;1;0;0;Alavés;20;
115456;Aitor Paredes;AITOR;??????;3;0;24;Spain;R;74;185;5;5;5;B;26;5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;CB;64;81;82;76;73;73;76;71;74;71;67;75;50;78;80;71;78;79;76;81;77;79;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1;Default;0;723;0;4798;5;1;1;1;1;10;1;1;2;9;Athletic Bilbao;31;
115457;Paulo Miranda;PAULO MIRANDA;???·???;3;0;31;Colombia;R;78;182;8;4;4;B;3;4;0;0;0;0;0;0;0;1;1;0;1;1;1;0;RWF;76;44;68;80;72;72;72;72;76;68;68;78;50;81;86;90;94;83;82;77;69;84;60;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;3;2;6;1;Build;0;131;1;4212;10;1;1;1;1;1;1;1;0;0;;7;
115458;Morgan Sanson;SANSON;N. ????;2;0;20;France;R;70;182;5;6;5;A;51;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;RMF;71;60;66;84;85;77;84;81;73;73;77;82;50;78;83;77;77;75;80;75;72;75;81;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;1;1;Build;0;131;0;4318;6;1;1;1;1;1;1;1;0;0;Nice;11;
115459;Jake Mulraney;MULRANEY;????·????;2;0;25;Ireland;L;69;172;5;4;4;B;53;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;RWF;75;44;74;77;71;72;71;74;72;67;71;78;50;73;79;82;82;82;79;79;76;72;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4401;25;0;0;0;1;1;1;1;0;0;;7;
115460;Bento;BENTO;???? ?????;3;273;21;Brazil;R;87;190;5;4;3;B;42;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;29;71;42;55;58;62;64;69;44;44;48;55;75;79;72;55;69;83;65;84;80;78;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Special;1;131;1;4554;21;1;1;1;1;1;1;1;0;0;;7;
115461;Fernando Henrique;FERNANDO H.;?????·????;3;895;25;Brazil;R;83;184;4;4;4;A;204;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;32;73;46;55;54;54;52;57;45;42;44;52;71;83;62;54;67;79;57;76;79;70;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Build;0;131;0;4545;6;1;1;1;1;1;1;1;0;0;;7;
115462;Devante Cole;COLE;?? ??;3;0;26;England;R;73;185;4;1;1;B;58;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;CF;79;32;64;64;63;70;66;74;65;73;64;65;50;68;72;76;79;78;71;81;86;62;71;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;6;1;Build;0;1319;0;5394;11;1;1;1;1;1;1;1;0;0;;7;
115463;Alexis Trouillet;TROUILLET;????·?????;3;0;21;France;R;61;175;4;4;4;B;53;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;CMF;64;56;50;81;78;79;78;72;63;50;65;80;50;73;85;79;75;72;77;75;53;60;72;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Build;0;131;0;4320;6;1;0;0;1;1;1;1;0;0;Nice;27;
